[dotenv@17.2.3] injecting env (10) from .env -- tip: 🔐 prevent building .env in docker: https://dotenvx.com/prebuild
🔌 Frontend WebSocket server running on ws://localhost:5000
🚀 Marome Backend running on port 5000
📊 Correlation Matrix API: http://localhost:5000/api/correlation-matrix?period=30
🧪 EODHD Test: http://localhost:5000/api/test-eodhd-gold
💬 Marome Chat AI: http://localhost:5000/api/chat
📡 Initializing EODHD WebSockets...
📡 Connecting to EODHD WebSocket...
📡 Connecting to EODHD Forex WebSocket...
📡 Connecting to EODHD Crypto WebSocket...
✅ EODHD Forex WebSocket connected
💱 Subscribed to: 8 forex pairs + 3 metals
✅ EODHD WebSocket connected
📊 Subscribed to: 3 indices + 12 major US stocks
✅ Crypto WebSocket connected
₿ CRYPTO ADA-USD: 0.26340148 (-2.34%)
₿ CRYPTO SOL-USD: 83.9298 (-3.20%)
₿ CRYPTO LTC-USD: 53.3367 (-1.95%)
₿ CRYPTO BNB-USD: 617.1898 (-2.95%)
₿ CRYPTO XRP-USD: 1.4037 (-2.26%)
₿ CRYPTO ETH-USD: 2011.4567 (-4.38%)
₿ CRYPTO AVAX-USD: 8.7791 (-2.97%)
₿ CRYPTO BTC-USD: 68380.7359 (-2.48%)
₿ CRYPTO DOGE-USD: 0.09264258 (-3.52%)
💱 FOREX USDCHF: 0.7634 (-0.36%)
💱 FOREX USDZAR: 15.9398 (+0.32%)
💱 FOREX AUDUSD: 0.7080 (-0.17%)
💱 FOREX GBPZAR: 21.8048 (+0.21%)
💱 FOREX EURUSD: 1.1915 (+0.09%)
💱 FOREX EURZAR: 18.9902 (+0.50%)
₿ CRYPTO SOL-USD: 83.9336 (-3.19%)
₿ CRYPTO LTC-USD: 53.3358 (-1.95%)
₿ CRYPTO BNB-USD: 617.2659 (-2.94%)
₿ CRYPTO ETH-USD: 2011.5696 (-4.37%)
₿ CRYPTO XRP-USD: 1.4037 (-2.26%)
₿ CRYPTO AVAX-USD: 8.7794 (-2.97%)
₿ CRYPTO BTC-USD: 68381.9054 (-2.48%)
₿ CRYPTO LTC-USD: 53.3892 (-1.85%)
₿ CRYPTO DOGE-USD: 0.09264254 (-3.52%)
₿ CRYPTO ADA-USD: 0.26366488 (-2.24%)
₿ CRYPTO SOL-USD: 83.9356 (-3.19%)
₿ CRYPTO ETH-USD: 2011.7035 (-4.37%)
₿ CRYPTO BNB-USD: 617.2999 (-2.93%)
₿ CRYPTO BTC-USD: 68385.79 (-2.47%)
₿ CRYPTO AVAX-USD: 8.7796 (-2.97%)
₿ CRYPTO SOL-USD: 83.9278 (-3.20%)
₿ CRYPTO ADA-USD: 0.26353245 (-2.29%)
₿ CRYPTO DOGE-USD: 0.09264252 (-3.52%)
₿ CRYPTO LTC-USD: 53.3633 (-1.90%)
₿ CRYPTO ETH-USD: 2011.7118 (-4.37%)
₿ CRYPTO XRP-USD: 1.4037 (-2.26%)
₿ CRYPTO BTC-USD: 68387.7324 (-2.47%)
₿ CRYPTO AVAX-USD: 8.7797 (-2.97%)
₿ CRYPTO DOGE-USD: 0.09264459 (-3.52%)
₿ CRYPTO BTC-USD: 68388.0829 (-2.47%)
₿ CRYPTO ETH-USD: 2011.7692 (-4.36%)
🥇 COMMODITY XPTUSD: 2104.18 (-0.15%)
💱 FOREX AUDUSD: 0.7080 (-0.17%)
💱 FOREX USDJPY: 154.3736 (-1.13%)
💱 FOREX GBPZAR: 21.8044 (+0.21%)
🥇 COMMODITY XAUUSD: 5038.15 (+0.12%)
💱 FOREX GBPZAR: 21.8042 (+0.21%)
💱 FOREX AUDUSD: 0.7080 (-0.17%)
💱 FOREX GBPUSD: 1.3681 (-0.01%)
₿ CRYPTO SOL-USD: 83.9331 (-3.19%)
₿ CRYPTO ADA-USD: 0.26347873 (-2.31%)
₿ CRYPTO BNB-USD: 617.321 (-2.93%)
₿ CRYPTO XRP-USD: 1.4037 (-2.26%)
₿ CRYPTO LTC-USD: 53.3504 (-1.92%)
₿ CRYPTO AVAX-USD: 8.7797 (-2.97%)
₿ CRYPTO SOL-USD: 83.9249 (-3.20%)
₿ CRYPTO ADA-USD: 0.26343937 (-2.32%)
₿ CRYPTO BNB-USD: 617.3328 (-2.93%)
₿ CRYPTO BTC-USD: 68390.508 (-2.47%)
₿ CRYPTO ETH-USD: 2011.7409 (-4.37%)
₿ CRYPTO AVAX-USD: 8.7794 (-2.97%)
₿ CRYPTO XRP-USD: 1.4035 (-2.27%)
₿ CRYPTO LTC-USD: 53.344 (-1.94%)
₿ CRYPTO DOGE-USD: 0.09264355 (-3.52%)
₿ CRYPTO SOL-USD: 83.9324 (-3.19%)
₿ CRYPTO ADA-USD: 0.26342821 (-2.33%)
₿ CRYPTO BNB-USD: 617.3334 (-2.93%)
₿ CRYPTO BTC-USD: 68387.4541 (-2.47%)
₿ CRYPTO XRP-USD: 1.4036 (-2.26%)
₿ CRYPTO ETH-USD: 2011.7429 (-4.37%)
₿ CRYPTO LTC-USD: 53.3411 (-1.94%)
₿ CRYPTO AVAX-USD: 8.7796 (-2.97%)
₿ CRYPTO DOGE-USD: 0.09264302 (-3.52%)
₿ CRYPTO SOL-USD: 83.935 (-3.19%)
₿ CRYPTO BNB-USD: 617.3377 (-2.93%)
₿ CRYPTO ADA-USD: 0.26341411 (-2.33%)
₿ CRYPTO BTC-USD: 68388.5645 (-2.47%)
₿ CRYPTO AVAX-USD: 8.7793 (-2.97%)
₿ CRYPTO DOGE-USD: 0.09264276 (-3.52%)
₿ CRYPTO XRP-USD: 1.4036 (-2.26%)
₿ CRYPTO SOL-USD: 83.9375 (-3.19%)
₿ CRYPTO BNB-USD: 617.3359 (-2.93%)
₿ CRYPTO ETH-USD: 2011.7502 (-4.36%)
₿ CRYPTO LTC-USD: 53.3406 (-1.94%)
₿ CRYPTO XRP-USD: 1.4036 (-2.26%)
₿ CRYPTO BTC-USD: 68389.1197 (-2.47%)
₿ CRYPTO ADA-USD: 0.26341539 (-2.33%)
₿ CRYPTO AVAX-USD: 8.7791 (-2.97%)
₿ CRYPTO DOGE-USD: 0.09263888 (-3.52%)
₿ CRYPTO SOL-USD: 83.9387 (-3.19%)
₿ CRYPTO ETH-USD: 2011.7351 (-4.37%)
₿ CRYPTO LTC-USD: 53.3403 (-1.94%)
₿ CRYPTO DOGE-USD: 0.09264444 (-3.52%)
₿ CRYPTO SOL-USD: 83.9344 (-3.19%)
💱 FOREX USDCHF: 0.7635 (-0.35%)
💱 FOREX GBPUSD: 1.3681 (-0.01%)
🥇 COMMODITY XAGUSD: 81.98 (+0.18%)
💱 FOREX GBPUSD: 1.3681 (-0.01%)
💱 FOREX USDZAR: 15.9388 (+0.32%)
💱 FOREX GBPZAR: 21.8041 (+0.21%)
💱 FOREX AUDUSD: 0.7080 (-0.17%)
💱 FOREX EURZAR: 18.9903 (+0.50%)
💱 FOREX GBPUSD: 1.3681 (-0.01%)
💱 FOREX EURUSD: 1.1915 (+0.09%)
💱 FOREX USDCHF: 0.7634 (-0.36%)
💱 FOREX USDJPY: 154.3731 (-1.13%)
💱 FOREX GBPZAR: 21.8047 (+0.21%)
🥇 COMMODITY XPTUSD: 2103.86 (-0.17%)
🥇 COMMODITY XAUUSD: 5037.95 (+0.11%)
💱 FOREX GBPZAR: 21.8044 (+0.21%)
💱 FOREX GBPUSD: 1.3681 (-0.01%)
💱 FOREX EURUSD: 1.1915 (+0.09%)
💱 FOREX USDCHF: 0.7634 (-0.36%)
💱 FOREX AUDUSD: 0.7080 (-0.17%)
💱 FOREX USDJPY: 154.3777 (-1.12%)
💱 FOREX USDZAR: 15.9445 (+0.32%)
💱 FOREX EURZAR: 18.9902 (+0.50%)
💱 FOREX EURUSD: 1.1915 (+0.09%)
🥇 COMMODITY XAGUSD: 81.99 (+0.19%)
₿ CRYPTO BTC-USD: 68389.5473 (-2.47%)
₿ CRYPTO BNB-USD: 617.3014 (-2.93%)
₿ CRYPTO ETH-USD: 2011.6738 (-4.37%)
₿ CRYPTO XRP-USD: 1.4036 (-2.26%)
₿ CRYPTO DOGE-USD: 0.09264347 (-3.52%)
₿ CRYPTO ADA-USD: 0.26340769 (-2.34%)
₿ CRYPTO SOL-USD: 83.9309 (-3.20%)
₿ CRYPTO AVAX-USD: 8.7793 (-2.97%)
₿ CRYPTO BTC-USD: 68387.5363 (-2.47%)
₿ CRYPTO BNB-USD: 617.3217 (-2.93%)
₿ CRYPTO ADA-USD: 0.2636711 (-2.24%)
₿ CRYPTO LTC-USD: 53.3936 (-1.85%)
₿ CRYPTO ETH-USD: 2011.6432 (-4.37%)
₿ CRYPTO XRP-USD: 1.4036 (-2.26%)
₿ CRYPTO SOL-USD: 83.9355 (-3.19%)
₿ CRYPTO DOGE-USD: 0.09264424 (-3.52%)
₿ CRYPTO AVAX-USD: 8.7793 (-2.97%)
₿ CRYPTO BTC-USD: 68387.5848 (-2.47%)
₿ CRYPTO BNB-USD: 617.3279 (-2.93%)
₿ CRYPTO LTC-USD: 53.3631 (-1.90%)
₿ CRYPTO ETH-USD: 2011.6503 (-4.37%)
₿ CRYPTO XRP-USD: 1.4036 (-2.26%)
₿ CRYPTO SOL-USD: 83.9336 (-3.19%)
₿ CRYPTO AVAX-USD: 8.7799 (-2.96%)
₿ CRYPTO ADA-USD: 0.26353556 (-2.29%)
₿ CRYPTO BTC-USD: 68387.2799 (-2.47%)
₿ CRYPTO ETH-USD: 2011.6614 (-4.37%)
₿ CRYPTO XRP-USD: 1.4036 (-2.26%)
₿ CRYPTO DOGE-USD: 0.09264212 (-3.52%)
₿ CRYPTO BNB-USD: 617.3349 (-2.93%)
₿ CRYPTO LTC-USD: 53.349 (-1.93%)
₿ CRYPTO AVAX-USD: 8.7798 (-2.96%)
₿ CRYPTO SOL-USD: 83.9305 (-3.20%)
₿ CRYPTO ADA-USD: 0.26348028 (-2.31%)
₿ CRYPTO BTC-USD: 68385.64 (-2.47%)
₿ CRYPTO ETH-USD: 2011.6399 (-4.37%)
₿ CRYPTO ADA-USD: 0.26344014 (-2.32%)
₿ CRYPTO XRP-USD: 1.4037 (-2.26%)
₿ CRYPTO SOL-USD: 83.9269 (-3.20%)
₿ CRYPTO DOGE-USD: 0.09264231 (-3.52%)
₿ CRYPTO AVAX-USD: 8.7791 (-2.97%)
₿ CRYPTO BTC-USD: 68385.32 (-2.47%)
₿ CRYPTO BNB-USD: 617.3371 (-2.93%)
₿ CRYPTO ETH-USD: 2011.6324 (-4.37%)
₿ CRYPTO XRP-USD: 1.4036 (-2.26%)
₿ CRYPTO LTC-USD: 53.3433 (-1.94%)
₿ CRYPTO DOGE-USD: 0.0926424 (-3.52%)
₿ CRYPTO AVAX-USD: 8.779 (-2.97%)
₿ CRYPTO BTC-USD: 68385.16 (-2.48%)
₿ CRYPTO ADA-USD: 0.26342007 (-2.33%)
₿ CRYPTO ETH-USD: 2011.5575 (-4.37%)
₿ CRYPTO XRP-USD: 1.4036 (-2.26%)
₿ CRYPTO LTC-USD: 53.3404 (-1.94%)
₿ CRYPTO BNB-USD: 617.3396 (-2.93%)
₿ CRYPTO SOL-USD: 83.9272 (-3.20%)
₿ CRYPTO DOGE-USD: 0.09263995 (-3.52%)
₿ CRYPTO AVAX-USD: 8.779 (-2.97%)
₿ CRYPTO BTC-USD: 68385.03 (-2.48%)
₿ CRYPTO ADA-USD: 0.26341004 (-2.34%)
₿ CRYPTO XRP-USD: 1.4035 (-2.27%)
₿ CRYPTO ETH-USD: 2011.5679 (-4.37%)
₿ CRYPTO LTC-USD: 53.3364 (-1.95%)
₿ CRYPTO BNB-USD: 617.3408 (-2.93%)
₿ CRYPTO SOL-USD: 83.9224 (-3.21%)
₿ CRYPTO AVAX-USD: 8.779 (-2.97%)
₿ CRYPTO DOGE-USD: 0.09264498 (-3.52%)
₿ CRYPTO BTC-USD: 68383.5026 (-2.48%)
₿ CRYPTO ADA-USD: 0.26340502 (-2.34%)
₿ CRYPTO XRP-USD: 1.4035 (-2.27%)
₿ CRYPTO LTC-USD: 53.3357 (-1.95%)
₿ CRYPTO BNB-USD: 617.3164 (-2.93%)
₿ CRYPTO SOL-USD: 83.9199 (-3.21%)
₿ CRYPTO DOGE-USD: 0.09264749 (-3.51%)
₿ CRYPTO AVAX-USD: 8.7789 (-2.97%)
₿ CRYPTO ETH-USD: 2011.4556 (-4.38%)
₿ CRYPTO BTC-USD: 68382.7388 (-2.48%)
₿ CRYPTO XRP-USD: 1.4036 (-2.26%)
₿ CRYPTO ADA-USD: 0.26339001 (-2.34%)
₿ CRYPTO ETH-USD: 2011.2745 (-4.39%)
₿ CRYPTO BNB-USD: 617.3042 (-2.93%)
₿ CRYPTO LTC-USD: 53.3341 (-1.95%)
₿ CRYPTO SOL-USD: 83.9187 (-3.21%)
₿ CRYPTO DOGE-USD: 0.09264874 (-3.51%)
₿ CRYPTO AVAX-USD: 8.7789 (-2.97%)
₿ CRYPTO BTC-USD: 68379.1363 (-2.48%)
₿ CRYPTO ETH-USD: 2011.0998 (-4.40%)
₿ CRYPTO XRP-USD: 1.4035 (-2.27%)
₿ CRYPTO ADA-USD: 0.26337001 (-2.35%)
₿ CRYPTO LTC-USD: 53.3874 (-1.86%)
₿ CRYPTO SOL-USD: 83.9031 (-3.23%)
₿ CRYPTO DOGE-USD: 0.09264062 (-3.52%)
₿ CRYPTO AVAX-USD: 8.7783 (-2.98%)
₿ CRYPTO BNB-USD: 617.2731 (-2.94%)
₿ CRYPTO BTC-USD: 68373.7768 (-2.49%)
₿ CRYPTO XRP-USD: 1.4035 (-2.27%)
₿ CRYPTO ADA-USD: 0.26363338 (-2.25%)
₿ CRYPTO LTC-USD: 53.3546 (-1.92%)
₿ CRYPTO SOL-USD: 83.8966 (-3.24%)
₿ CRYPTO DOGE-USD: 0.09263281 (-3.53%)
₿ CRYPTO AVAX-USD: 8.7778 (-2.99%)
₿ CRYPTO BNB-USD: 617.3035 (-2.93%)
₿ CRYPTO ETH-USD: 2011.1299 (-4.39%)
₿ CRYPTO XRP-USD: 1.4034 (-2.28%)
💱 FOREX GBPZAR: 21.8042 (+0.21%)
💱 FOREX USDZAR: 15.9416 (+0.32%)
₿ CRYPTO ADA-USD: 0.2634542 (-2.32%)
₿ CRYPTO SOL-USD: 83.8908 (-3.24%)
₿ CRYPTO AVAX-USD: 8.7784 (-2.98%)
₿ CRYPTO DOGE-USD: 0.09262307 (-3.54%)
₿ CRYPTO ETH-USD: 2010.735 (-4.41%)
₿ CRYPTO BNB-USD: 617.2728 (-2.94%)
₿ CRYPTO BTC-USD: 68363.9514 (-2.51%)
₿ CRYPTO XRP-USD: 1.4034 (-2.28%)
₿ CRYPTO LTC-USD: 53.3473 (-1.93%)
₿ CRYPTO ADA-USD: 0.26337711 (-2.35%)
₿ CRYPTO SOL-USD: 83.8854 (-3.25%)
₿ CRYPTO AVAX-USD: 8.7787 (-2.98%)
₿ CRYPTO DOGE-USD: 0.09261487 (-3.55%)
₿ CRYPTO BTC-USD: 68357.8177 (-2.51%)
₿ CRYPTO ETH-USD: 2010.4725 (-4.43%)
₿ CRYPTO BNB-USD: 617.2574 (-2.94%)
₿ CRYPTO BNB-USD: 617.2014 (-2.95%)
₿ CRYPTO LTC-USD: 53.3349 (-1.95%)
₿ CRYPTO SOL-USD: 83.8801 (-3.25%)
₿ CRYPTO AVAX-USD: 8.7772 (-2.99%)
₿ CRYPTO XRP-USD: 1.4033 (-2.29%)
₿ CRYPTO BTC-USD: 68355.564 (-2.52%)
₿ CRYPTO ETH-USD: 2010.3973 (-4.43%)
₿ CRYPTO DOGE-USD: 0.09261619 (-3.55%)
₿ CRYPTO LTC-USD: 53.3335 (-1.96%)
₿ CRYPTO ADA-USD: 0.26332606 (-2.37%)
₿ CRYPTO BNB-USD: 617.2217 (-2.95%)
₿ CRYPTO AVAX-USD: 8.7772 (-2.99%)
₿ CRYPTO XRP-USD: 1.4032 (-2.29%)
₿ CRYPTO ETH-USD: 2010.3386 (-4.43%)
₿ CRYPTO DOGE-USD: 0.09261684 (-3.55%)
₿ CRYPTO BTC-USD: 68351.2947 (-2.52%)
₿ CRYPTO SOL-USD: 83.8634 (-3.27%)
₿ CRYPTO ADA-USD: 0.26330053 (-2.38%)
₿ CRYPTO LTC-USD: 53.328 (-1.97%)
₿ CRYPTO BNB-USD: 617.2318 (-2.94%)
₿ CRYPTO AVAX-USD: 8.7767 (-3.00%)
₿ CRYPTO XRP-USD: 1.4032 (-2.29%)
₿ CRYPTO DOGE-USD: 0.09263342 (-3.53%)
₿ CRYPTO ETH-USD: 2010.2893 (-4.43%)
₿ CRYPTO BTC-USD: 68347.46 (-2.53%)
₿ CRYPTO SOL-USD: 83.8679 (-3.27%)
₿ CRYPTO ADA-USD: 0.26328777 (-2.38%)
₿ CRYPTO LTC-USD: 53.3223 (-1.98%)
₿ CRYPTO BNB-USD: 617.2216 (-2.95%)
₿ CRYPTO AVAX-USD: 8.777 (-3.00%)
₿ CRYPTO ETH-USD: 2010.1472 (-4.44%)
₿ CRYPTO DOGE-USD: 0.09264171 (-3.52%)
₿ CRYPTO XRP-USD: 1.4032 (-2.29%)
₿ CRYPTO BTC-USD: 68345.5426 (-2.53%)
₿ CRYPTO ADA-USD: 0.26328138 (-2.38%)
💱 FOREX GBPUSD: 1.3681 (-0.01%)
💱 FOREX AUDUSD: 0.7080 (-0.17%)
💱 FOREX USDCHF: 0.7634 (-0.37%)
💱 FOREX EURZAR: 18.9901 (+0.50%)
🥇 COMMODITY XAGUSD: 81.98 (+0.18%)
💱 FOREX GBPZAR: 21.8044 (+0.21%)
💱 FOREX AUDUSD: 0.7080 (-0.17%)
💱 FOREX USDCHF: 0.7634 (-0.37%)
💱 FOREX USDZAR: 15.9473 (+0.32%)
🥇 COMMODITY XAUUSD: 5037.87 (+0.11%)
💱 FOREX GBPUSD: 1.3681 (-0.01%)
💱 FOREX EURUSD: 1.1915 (+0.09%)
₿ CRYPTO SOL-USD: 83.8652 (-3.27%)
₿ CRYPTO ETH-USD: 2010.1223 (-4.44%)
₿ CRYPTO DOGE-USD: 0.09264585 (-3.52%)
₿ CRYPTO BNB-USD: 617.2778 (-2.94%)
₿ CRYPTO LTC-USD: 53.3224 (-1.98%)
₿ CRYPTO XRP-USD: 1.4033 (-2.29%)
₿ CRYPTO AVAX-USD: 8.7766 (-3.00%)
₿ CRYPTO BTC-USD: 68347.4087 (-2.53%)
₿ CRYPTO SOL-USD: 83.8664 (-3.27%)
₿ CRYPTO ADA-USD: 0.26327819 (-2.38%)
₿ CRYPTO ETH-USD: 2010.3449 (-4.43%)
₿ CRYPTO DOGE-USD: 0.09264209 (-3.52%)
₿ CRYPTO BNB-USD: 617.2599 (-2.94%)
₿ CRYPTO XRP-USD: 1.4034 (-2.28%)
₿ CRYPTO ADA-USD: 0.26354147 (-2.29%)
₿ CRYPTO LTC-USD: 53.3757 (-1.88%)
₿ CRYPTO AVAX-USD: 8.7769 (-3.00%)
₿ CRYPTO BTC-USD: 68351.5166 (-2.52%)
₿ CRYPTO SOL-USD: 83.8782 (-3.26%)
₿ CRYPTO ETH-USD: 2010.4862 (-4.42%)
₿ CRYPTO BNB-USD: 617.2759 (-2.94%)
₿ CRYPTO DOGE-USD: 0.09262855 (-3.53%)
₿ CRYPTO XRP-USD: 1.4035 (-2.27%)
₿ CRYPTO LTC-USD: 53.3516 (-1.92%)
₿ CRYPTO AVAX-USD: 8.7771 (-2.99%)
₿ CRYPTO BTC-USD: 68353.5707 (-2.52%)
₿ CRYPTO SOL-USD: 83.8903 (-3.24%)
₿ CRYPTO ADA-USD: 0.26343324 (-2.33%)
₿ CRYPTO BNB-USD: 617.305 (-2.93%)
₿ CRYPTO LTC-USD: 53.3316 (-1.96%)
₿ CRYPTO ETH-USD: 2010.5068 (-4.42%)
₿ CRYPTO XRP-USD: 1.4034 (-2.28%)
₿ CRYPTO AVAX-USD: 8.7772 (-2.99%)
₿ CRYPTO BTC-USD: 68354.5978 (-2.52%)
₿ CRYPTO DOGE-USD: 0.09262802 (-3.53%)
₿ CRYPTO SOL-USD: 83.8939 (-3.24%)
₿ CRYPTO ETH-USD: 2010.4734 (-4.43%)
₿ CRYPTO ADA-USD: 0.26337912 (-2.35%)
₿ CRYPTO BNB-USD: 617.2775 (-2.94%)
₿ CRYPTO XRP-USD: 1.4034 (-2.28%)
₿ CRYPTO LTC-USD: 53.3196 (-1.98%)
₿ CRYPTO DOGE-USD: 0.09262776 (-3.53%)
₿ CRYPTO SOL-USD: 83.8957 (-3.24%)
₿ CRYPTO BTC-USD: 68357.1488 (-2.52%)
₿ CRYPTO ADA-USD: 0.26333956 (-2.36%)
₿ CRYPTO SOL-USD: 83.8962 (-3.24%)
₿ CRYPTO BNB-USD: 617.2266 (-2.94%)
₿ CRYPTO ETH-USD: 2010.4991 (-4.42%)
₿ CRYPTO ADA-USD: 0.26331886 (-2.37%)
₿ CRYPTO AVAX-USD: 8.7777 (-2.99%)
₿ CRYPTO LTC-USD: 53.3136 (-1.99%)
₿ CRYPTO XRP-USD: 1.4033 (-2.29%)
₿ CRYPTO DOGE-USD: 0.09263888 (-3.52%)
₿ CRYPTO BNB-USD: 617.2023 (-2.95%)
₿ CRYPTO BTC-USD: 68357.5219 (-2.51%)
₿ CRYPTO SOL-USD: 83.8934 (-3.24%)
₿ CRYPTO AVAX-USD: 8.7759 (-3.01%)
₿ CRYPTO XRP-USD: 1.4034 (-2.28%)
₿ CRYPTO LTC-USD: 53.3105 (-2.00%)
₿ CRYPTO ETH-USD: 2010.4908 (-4.42%)
₿ CRYPTO DOGE-USD: 0.09263694 (-3.52%)
₿ CRYPTO ADA-USD: 0.26330943 (-2.37%)
₿ CRYPTO BTC-USD: 68353.9111 (-2.52%)
₿ CRYPTO AVAX-USD: 8.7756 (-3.01%)
₿ CRYPTO BNB-USD: 617.2221 (-2.95%)
💱 FOREX USDJPY: 154.3751 (-1.12%)
💱 FOREX GBPUSD: 1.3681 (-0.01%)
💱 FOREX USDZAR: 15.9429 (+0.32%)
💱 FOREX GBPUSD: 1.3681 (-0.01%)
💱 FOREX AUDUSD: 0.7080 (-0.17%)
₿ CRYPTO XRP-USD: 1.4035 (-2.27%)
₿ CRYPTO LTC-USD: 53.309 (-2.00%)
₿ CRYPTO ETH-USD: 2010.4554 (-4.43%)
₿ CRYPTO SOL-USD: 83.8954 (-3.24%)
₿ CRYPTO ADA-USD: 0.26330472 (-2.37%)
₿ CRYPTO BTC-USD: 68354.768 (-2.52%)
₿ CRYPTO ETH-USD: 2010.4502 (-4.43%)
₿ CRYPTO XRP-USD: 1.4034 (-2.28%)
₿ CRYPTO LTC-USD: 53.3083 (-2.00%)
₿ CRYPTO AVAX-USD: 8.7752 (-3.02%)
₿ CRYPTO DOGE-USD: 0.09263597 (-3.53%)
₿ CRYPTO SOL-USD: 83.8965 (-3.24%)
₿ CRYPTO ADA-USD: 0.26328986 (-2.38%)
₿ CRYPTO BTC-USD: 68355.1965 (-2.52%)
₿ CRYPTO BNB-USD: 617.2321 (-2.94%)
₿ CRYPTO BNB-USD: 617.2434 (-2.94%)
₿ CRYPTO ETH-USD: 2010.4289 (-4.43%)
₿ CRYPTO XRP-USD: 1.4034 (-2.28%)
₿ CRYPTO AVAX-USD: 8.775 (-3.02%)
₿ CRYPTO DOGE-USD: 0.09262549 (-3.54%)
💱 FOREX USDCHF: 0.7634 (-0.37%)
💱 FOREX EURZAR: 18.9900 (+0.50%)
💱 FOREX GBPUSD: 1.3681 (-0.01%)
💱 FOREX USDCHF: 0.7635 (-0.36%)
💱 FOREX EURUSD: 1.1915 (+0.09%)
🥇 COMMODITY XAGUSD: 81.98 (+0.18%)
💱 FOREX GBPZAR: 21.8049 (+0.21%)
🥇 COMMODITY XAUUSD: 5037.84 (+0.11%)
🥇 COMMODITY XPTUSD: 2103.57 (-0.18%)
₿ CRYPTO ADA-USD: 0.26329493 (-2.38%)
₿ CRYPTO SOL-USD: 83.8982 (-3.23%)
₿ CRYPTO BTC-USD: 68355.4107 (-2.52%)
₿ CRYPTO ETH-USD: 2010.3857 (-4.43%)
₿ CRYPTO LTC-USD: 53.3091 (-2.00%)
₿ CRYPTO ADA-USD: 0.26328496 (-2.38%)
₿ CRYPTO SOL-USD: 83.8966 (-3.24%)
₿ CRYPTO XRP-USD: 1.4033 (-2.29%)
₿ CRYPTO BNB-USD: 617.2427 (-2.94%)
₿ CRYPTO BTC-USD: 68355.5179 (-2.52%)
₿ CRYPTO ETH-USD: 2010.3641 (-4.43%)
₿ CRYPTO LTC-USD: 53.3624 (-1.90%)
₿ CRYPTO AVAX-USD: 8.7749 (-3.02%)
₿ CRYPTO ADA-USD: 0.26354825 (-2.28%)
₿ CRYPTO DOGE-USD: 0.09262149 (-3.54%)
₿ CRYPTO SOL-USD: 83.8946 (-3.24%)
₿ CRYPTO XRP-USD: 1.4033 (-2.29%)
₿ CRYPTO BNB-USD: 617.2423 (-2.94%)
₿ CRYPTO ETH-USD: 2010.3529 (-4.43%)
₿ CRYPTO AVAX-USD: 8.7748 (-3.02%)
₿ CRYPTO LTC-USD: 53.335 (-1.95%)
₿ CRYPTO BTC-USD: 68355.5714 (-2.52%)
₿ CRYPTO DOGE-USD: 0.0926195 (-3.54%)
₿ CRYPTO SOL-USD: 83.896 (-3.24%)
₿ CRYPTO ADA-USD: 0.26342413 (-2.33%)
₿ CRYPTO BNB-USD: 617.2882 (-2.94%)
₿ CRYPTO XRP-USD: 1.4035 (-2.27%)
₿ CRYPTO BTC-USD: 68357.3231 (-2.51%)
₿ CRYPTO AVAX-USD: 8.7749 (-3.02%)
₿ CRYPTO SOL-USD: 83.898 (-3.23%)
₿ CRYPTO ADA-USD: 0.26336207 (-2.35%)
₿ CRYPTO DOGE-USD: 0.0926185 (-3.54%)
₿ CRYPTO ETH-USD: 2010.3477 (-4.43%)
₿ CRYPTO BNB-USD: 617.3111 (-2.93%)
₿ CRYPTO XRP-USD: 1.4034 (-2.28%)
₿ CRYPTO ETH-USD: 2010.4114 (-4.43%)
₿ CRYPTO BTC-USD: 68361.8813 (-2.51%)
₿ CRYPTO SOL-USD: 83.9028 (-3.23%)
₿ CRYPTO ADA-USD: 0.26332459 (-2.37%)
₿ CRYPTO LTC-USD: 53.32 (-1.98%)
₿ CRYPTO DOGE-USD: 0.09263425 (-3.53%)
₿ CRYPTO AVAX-USD: 8.7747 (-3.02%)
₿ CRYPTO XRP-USD: 1.4035 (-2.27%)
₿ CRYPTO BTC-USD: 68370.2902 (-2.50%)
₿ CRYPTO SOL-USD: 83.9014 (-3.23%)
₿ CRYPTO ADA-USD: 0.26332479 (-2.37%)
₿ CRYPTO DOGE-USD: 0.09264212 (-3.52%)
₿ CRYPTO BNB-USD: 617.3015 (-2.93%)
₿ CRYPTO ETH-USD: 2010.4107 (-4.43%)
💱 FOREX AUDUSD: 0.7080 (-0.17%)
💱 FOREX USDZAR: 15.9407 (+0.32%)
₿ CRYPTO BNB-USD: 617.2564 (-2.94%)
₿ CRYPTO LTC-USD: 53.3133 (-1.99%)
₿ CRYPTO BTC-USD: 68369.5785 (-2.50%)
₿ CRYPTO SOL-USD: 83.8999 (-3.23%)
₿ CRYPTO XRP-USD: 1.4034 (-2.28%)
₿ CRYPTO ETH-USD: 2010.4937 (-4.42%)
₿ CRYPTO DOGE-USD: 0.09262606 (-3.54%)
₿ CRYPTO ADA-USD: 0.26330406 (-2.37%)
₿ CRYPTO AVAX-USD: 8.775 (-3.02%)
₿ CRYPTO BTC-USD: 68377.2722 (-2.49%)
₿ CRYPTO XRP-USD: 1.4034 (-2.28%)
₿ CRYPTO SOL-USD: 83.9074 (-3.22%)
₿ CRYPTO DOGE-USD: 0.09262636 (-3.54%)
₿ CRYPTO BNB-USD: 617.2366 (-2.94%)
