[dotenv@17.2.3] injecting env (10) from .env -- tip: 🔐 prevent building .env in docker: https://dotenvx.com/prebuild
🔌 Frontend WebSocket server running on ws://localhost:5000
🚀 Marome Backend running on port 5000
📊 Correlation Matrix API: http://localhost:5000/api/correlation-matrix?period=30
🧪 EODHD Test: http://localhost:5000/api/test-eodhd-gold
💬 Marome Chat AI: http://localhost:5000/api/chat
📡 Initializing EODHD WebSockets...
📡 Connecting to EODHD WebSocket...
📡 Connecting to EODHD Forex WebSocket...
📡 Connecting to EODHD Crypto WebSocket...
✅ EODHD Forex WebSocket connected
💱 Subscribed to: 8 forex pairs + 3 metals
✅ EODHD WebSocket connected
📊 Subscribed to: 3 indices + 12 major US stocks
✅ Crypto WebSocket connected
₿ CRYPTO ADA-USD: 0.2634152 (-2.33%)
₿ CRYPTO SOL-USD: 83.9342 (-3.19%)
₿ CRYPTO BNB-USD: 617.2377 (-2.94%)
₿ CRYPTO LTC-USD: 53.3351 (-1.95%)
₿ CRYPTO ETH-USD: 2011.2043 (-4.39%)
₿ CRYPTO BTC-USD: 68366.501 (-2.50%)
₿ CRYPTO XRP-USD: 1.4034 (-2.28%)
₿ CRYPTO DOGE-USD: 0.09265184 (-3.51%)
₿ CRYPTO AVAX-USD: 8.7799 (-2.96%)
₿ CRYPTO ADA-USD: 0.2633826 (-2.35%)
₿ CRYPTO BNB-USD: 617.243 (-2.94%)
₿ CRYPTO ETH-USD: 2011.1622 (-4.39%)
₿ CRYPTO XRP-USD: 1.4034 (-2.28%)
₿ CRYPTO DOGE-USD: 0.09265467 (-3.51%)
₿ CRYPTO AVAX-USD: 8.7798 (-2.96%)
₿ CRYPTO BTC-USD: 68368.0629 (-2.50%)
₿ CRYPTO ADA-USD: 0.2633663 (-2.35%)
₿ CRYPTO LTC-USD: 53.3359 (-1.95%)
₿ CRYPTO SOL-USD: 83.9321 (-3.19%)
₿ CRYPTO BNB-USD: 617.2453 (-2.94%)
₿ CRYPTO XRP-USD: 1.4034 (-2.28%)
₿ CRYPTO ETH-USD: 2011.1298 (-4.39%)
₿ CRYPTO DOGE-USD: 0.09266733 (-3.49%)
₿ CRYPTO AVAX-USD: 8.7798 (-2.96%)
₿ CRYPTO BTC-USD: 68367.7815 (-2.50%)
₿ CRYPTO ADA-USD: 0.26337065 (-2.35%)
₿ CRYPTO SOL-USD: 83.9348 (-3.19%)
₿ CRYPTO LTC-USD: 53.3354 (-1.95%)
₿ CRYPTO BNB-USD: 617.2451 (-2.94%)
₿ CRYPTO XRP-USD: 1.4034 (-2.28%)
₿ CRYPTO ETH-USD: 2011.1137 (-4.40%)
₿ CRYPTO DOGE-USD: 0.09265992 (-3.50%)
₿ CRYPTO AVAX-USD: 8.7795 (-2.97%)
₿ CRYPTO BTC-USD: 68366.3283 (-2.50%)
₿ CRYPTO ADA-USD: 0.26338532 (-2.34%)
₿ CRYPTO SOL-USD: 83.9324 (-3.19%)
₿ CRYPTO BNB-USD: 617.2451 (-2.94%)
₿ CRYPTO LTC-USD: 53.3352 (-1.95%)
₿ CRYPTO ADA-USD: 0.26364871 (-2.25%)
₿ CRYPTO XRP-USD: 1.4034 (-2.28%)
₿ CRYPTO ETH-USD: 2011.0543 (-4.40%)
₿ CRYPTO DOGE-USD: 0.09265621 (-3.50%)
₿ CRYPTO BTC-USD: 68365.6017 (-2.50%)
₿ CRYPTO AVAX-USD: 8.7796 (-2.97%)
₿ CRYPTO SOL-USD: 83.9324 (-3.19%)
₿ CRYPTO BNB-USD: 617.2213 (-2.95%)
₿ CRYPTO LTC-USD: 53.3886 (-1.85%)
₿ CRYPTO XRP-USD: 1.4034 (-2.28%)
₿ CRYPTO ETH-USD: 2011.1197 (-4.39%)
₿ CRYPTO DOGE-USD: 0.09264061 (-3.52%)
₿ CRYPTO BNB-USD: 617.1856 (-2.95%)
₿ CRYPTO LTC-USD: 53.3618 (-1.90%)
₿ CRYPTO BTC-USD: 68364.8259 (-2.50%)
₿ CRYPTO SOL-USD: 83.9337 (-3.19%)
₿ CRYPTO AVAX-USD: 8.7789 (-2.97%)
₿ CRYPTO ETH-USD: 2011.1523 (-4.39%)
₿ CRYPTO DOGE-USD: 0.0926278 (-3.53%)
₿ CRYPTO ADA-USD: 0.26349937 (-2.30%)
₿ CRYPTO SOL-USD: 83.9319 (-3.19%)
₿ CRYPTO AVAX-USD: 8.7792 (-2.97%)
₿ CRYPTO BTC-USD: 68364.188 (-2.51%)
₿ CRYPTO ETH-USD: 2011.1762 (-4.39%)
₿ CRYPTO XRP-USD: 1.4034 (-2.28%)
₿ CRYPTO BNB-USD: 617.1678 (-2.95%)
₿ CRYPTO AVAX-USD: 8.7794 (-2.97%)
₿ CRYPTO SOL-USD: 83.9285 (-3.20%)
₿ CRYPTO BTC-USD: 68365.2077 (-2.50%)
₿ CRYPTO ETH-USD: 2011.2106 (-4.39%)
₿ CRYPTO DOGE-USD: 0.0926214 (-3.54%)
₿ CRYPTO XRP-USD: 1.4033 (-2.29%)
₿ CRYPTO BNB-USD: 617.1856 (-2.95%)
₿ CRYPTO LTC-USD: 53.3484 (-1.93%)
₿ CRYPTO ETH-USD: 2011.2953 (-4.39%)
₿ CRYPTO AVAX-USD: 8.7794 (-2.97%)
₿ CRYPTO SOL-USD: 83.9342 (-3.19%)
₿ CRYPTO BTC-USD: 68364.8789 (-2.50%)
₿ CRYPTO XRP-USD: 1.4034 (-2.28%)
₿ CRYPTO ADA-USD: 0.26342469 (-2.33%)
₿ CRYPTO BNB-USD: 617.2678 (-2.94%)
₿ CRYPTO ETH-USD: 2011.3826 (-4.38%)
₿ CRYPTO SOL-USD: 83.9396 (-3.19%)
₿ CRYPTO AVAX-USD: 8.78 (-2.96%)
₿ CRYPTO BTC-USD: 68372.964 (-2.49%)
₿ CRYPTO DOGE-USD: 0.0926257 (-3.54%)
₿ CRYPTO XRP-USD: 1.4036 (-2.26%)
₿ CRYPTO ADA-USD: 0.26338735 (-2.34%)
₿ CRYPTO LTC-USD: 53.3404 (-1.94%)
₿ CRYPTO BNB-USD: 617.3089 (-2.93%)
₿ CRYPTO AVAX-USD: 8.7802 (-2.96%)
₿ CRYPTO BTC-USD: 68377.0068 (-2.49%)
₿ CRYPTO XRP-USD: 1.4036 (-2.26%)
₿ CRYPTO DOGE-USD: 0.09263035 (-3.53%)
₿ CRYPTO ADA-USD: 0.26336867 (-2.35%)
₿ CRYPTO BNB-USD: 617.3294 (-2.93%)
₿ CRYPTO LTC-USD: 53.3377 (-1.95%)
₿ CRYPTO SOL-USD: 83.9448 (-3.18%)
₿ CRYPTO ETH-USD: 2011.5638 (-4.37%)
₿ CRYPTO XRP-USD: 1.4037 (-2.26%)
₿ CRYPTO DOGE-USD: 0.09263267 (-3.53%)
₿ CRYPTO ADA-USD: 0.26335934 (-2.35%)
₿ CRYPTO BNB-USD: 617.3397 (-2.93%)
₿ CRYPTO AVAX-USD: 8.7804 (-2.96%)
₿ CRYPTO BTC-USD: 68379.0283 (-2.48%)
₿ CRYPTO SOL-USD: 83.9499 (-3.17%)
₿ CRYPTO ETH-USD: 2011.5994 (-4.37%)
₿ CRYPTO DOGE-USD: 0.09263384 (-3.53%)
₿ CRYPTO XRP-USD: 1.4037 (-2.26%)
₿ CRYPTO LTC-USD: 53.3911 (-1.85%)
₿ CRYPTO AVAX-USD: 8.7804 (-2.96%)
₿ CRYPTO SOL-USD: 83.945 (-3.18%)
₿ CRYPTO ADA-USD: 0.2636227 (-2.26%)
₿ CRYPTO BTC-USD: 68379.4141 (-2.48%)
₿ CRYPTO ETH-USD: 2011.4822 (-4.38%)
₿ CRYPTO DOGE-USD: 0.09262942 (-3.53%)
₿ CRYPTO XRP-USD: 1.4036 (-2.26%)
₿ CRYPTO LTC-USD: 53.363 (-1.90%)
₿ CRYPTO BNB-USD: 617.2949 (-2.93%)
₿ CRYPTO AVAX-USD: 8.78 (-2.96%)
₿ CRYPTO SOL-USD: 83.94 (-3.19%)
₿ CRYPTO BTC-USD: 68376.8322 (-2.49%)
₿ CRYPTO ETH-USD: 2011.4236 (-4.38%)
₿ CRYPTO XRP-USD: 1.4036 (-2.26%)
₿ CRYPTO DOGE-USD: 0.09263221 (-3.53%)
₿ CRYPTO ADA-USD: 0.26348636 (-2.31%)
₿ CRYPTO BNB-USD: 617.2724 (-2.94%)
₿ CRYPTO AVAX-USD: 8.7791 (-2.97%)
₿ CRYPTO SOL-USD: 83.9375 (-3.19%)
₿ CRYPTO BTC-USD: 68375.4912 (-2.49%)
₿ CRYPTO ETH-USD: 2011.3743 (-4.38%)
₿ CRYPTO LTC-USD: 53.3458 (-1.93%)
₿ CRYPTO BNB-USD: 617.2653 (-2.94%)
₿ CRYPTO ADA-USD: 0.26343106 (-2.33%)
₿ CRYPTO DOGE-USD: 0.09263235 (-3.53%)
₿ CRYPTO XRP-USD: 1.4035 (-2.27%)
₿ CRYPTO ETH-USD: 2011.4105 (-4.38%)
₿ CRYPTO SOL-USD: 83.9323 (-3.19%)
₿ CRYPTO BTC-USD: 68374.3394 (-2.49%)
₿ CRYPTO AVAX-USD: 8.78 (-2.96%)
₿ CRYPTO LTC-USD: 53.3379 (-1.95%)
₿ CRYPTO ETH-USD: 2011.3878 (-4.38%)
₿ CRYPTO SOL-USD: 83.9337 (-3.19%)
₿ CRYPTO BTC-USD: 68374.2947 (-2.49%)
₿ CRYPTO ADA-USD: 0.26339053 (-2.34%)
₿ CRYPTO ETH-USD: 2011.4464 (-4.38%)
₿ CRYPTO AVAX-USD: 8.7803 (-2.96%)
₿ CRYPTO BTC-USD: 68378.7721 (-2.48%)
₿ CRYPTO XRP-USD: 1.4036 (-2.26%)
₿ CRYPTO DOGE-USD: 0.09263368 (-3.53%)
₿ CRYPTO ADA-USD: 0.26337027 (-2.35%)
₿ CRYPTO LTC-USD: 53.3365 (-1.95%)
₿ CRYPTO BNB-USD: 617.3077 (-2.93%)
₿ CRYPTO ETH-USD: 2011.4257 (-4.38%)
₿ CRYPTO BTC-USD: 68381.011 (-2.48%)
₿ CRYPTO SOL-USD: 83.9343 (-3.19%)
₿ CRYPTO DOGE-USD: 0.09263434 (-3.53%)
₿ CRYPTO XRP-USD: 1.4036 (-2.26%)
₿ CRYPTO ADA-USD: 0.26336013 (-2.35%)
₿ CRYPTO BNB-USD: 617.3288 (-2.93%)
₿ CRYPTO LTC-USD: 53.3345 (-1.95%)
💱 FOREX USDCHF: 0.7633 (-0.37%)
💱 FOREX GBPUSD: 1.3681 (-0.01%)
💱 FOREX AUDUSD: 0.7081 (-0.16%)
💱 FOREX USDJPY: 154.3630 (-1.13%)
🥇 COMMODITY XAUUSD: 5039.70 (+0.15%)
💱 FOREX EURUSD: 1.1915 (+0.10%)
💱 FOREX GBPZAR: 21.8045 (+0.21%)
🥇 COMMODITY XAGUSD: 82.02 (+0.23%)
💱 FOREX AUDUSD: 0.7081 (-0.16%)
💱 FOREX EURZAR: 18.9899 (+0.50%)
💱 FOREX USDCHF: 0.7633 (-0.37%)
💱 FOREX USDZAR: 15.9417 (+0.32%)
💱 FOREX EURZAR: 18.9903 (+0.50%)
💱 FOREX GBPZAR: 21.8046 (+0.21%)
💱 FOREX AUDUSD: 0.7081 (-0.16%)
💱 FOREX GBPUSD: 1.3681 (-0.01%)
🥇 COMMODITY XPTUSD: 2105.32 (-0.10%)
💱 FOREX EURZAR: 18.9901 (+0.50%)
💱 FOREX GBPUSD: 1.3681 (-0.01%)
💱 FOREX EURUSD: 1.1915 (+0.09%)
💱 FOREX AUDUSD: 0.7081 (-0.16%)
💱 FOREX GBPUSD: 1.3681 (-0.01%)
💱 FOREX GBPZAR: 21.8047 (+0.21%)
🥇 COMMODITY XAUUSD: 5039.73 (+0.15%)
🥇 COMMODITY XAGUSD: 82.02 (+0.23%)
💱 FOREX USDCHF: 0.7633 (-0.38%)
💱 FOREX GBPUSD: 1.3681 (-0.01%)
💱 FOREX USDJPY: 154.3730 (-1.13%)
💱 FOREX USDJPY: 154.3687 (-1.13%)
₿ CRYPTO ETH-USD: 2011.6653 (-4.37%)
₿ CRYPTO SOL-USD: 83.9397 (-3.19%)
₿ CRYPTO DOGE-USD: 0.09263467 (-3.53%)
₿ CRYPTO XRP-USD: 1.4037 (-2.26%)
₿ CRYPTO ADA-USD: 0.26340506 (-2.34%)
₿ CRYPTO BNB-USD: 617.3394 (-2.93%)
₿ CRYPTO LTC-USD: 53.3347 (-1.95%)
₿ CRYPTO ETH-USD: 2011.6152 (-4.37%)
₿ CRYPTO SOL-USD: 83.9473 (-3.18%)
₿ CRYPTO AVAX-USD: 8.7804 (-2.96%)
₿ CRYPTO BTC-USD: 68384.4803 (-2.48%)
₿ CRYPTO XRP-USD: 1.4038 (-2.25%)
₿ CRYPTO DOGE-USD: 0.09263733 (-3.52%)
₿ CRYPTO ADA-USD: 0.26366847 (-2.24%)
₿ CRYPTO LTC-USD: 53.3881 (-1.86%)
₿ CRYPTO BNB-USD: 617.3447 (-2.93%)
₿ CRYPTO XRP-USD: 1.4038 (-2.25%)
₿ CRYPTO DOGE-USD: 0.09264117 (-3.52%)
₿ CRYPTO SOL-USD: 83.9512 (-3.17%)
₿ CRYPTO BTC-USD: 68386.0151 (-2.47%)
₿ CRYPTO AVAX-USD: 8.7804 (-2.96%)
₿ CRYPTO ETH-USD: 2011.4601 (-4.38%)
₿ CRYPTO XRP-USD: 1.4038 (-2.25%)
₿ CRYPTO DOGE-USD: 0.09264308 (-3.52%)
₿ CRYPTO SOL-USD: 83.9481 (-3.18%)
₿ CRYPTO AVAX-USD: 8.7805 (-2.96%)
₿ CRYPTO BTC-USD: 68386.7825 (-2.47%)
₿ CRYPTO ADA-USD: 0.26355924 (-2.28%)
₿ CRYPTO LTC-USD: 53.3615 (-1.90%)
₿ CRYPTO BNB-USD: 617.3474 (-2.93%)
₿ CRYPTO ETH-USD: 2011.3576 (-4.38%)
₿ CRYPTO SOL-USD: 83.9465 (-3.18%)
₿ CRYPTO BTC-USD: 68386.7663 (-2.47%)
₿ CRYPTO DOGE-USD: 0.09264404 (-3.52%)
₿ CRYPTO BNB-USD: 617.3362 (-2.93%)
₿ CRYPTO LTC-USD: 53.3483 (-1.93%)
₿ CRYPTO AVAX-USD: 8.7796 (-2.97%)
₿ CRYPTO ETH-USD: 2011.2463 (-4.39%)
₿ CRYPTO XRP-USD: 1.4037 (-2.26%)
₿ CRYPTO ADA-USD: 0.26346713 (-2.31%)
₿ CRYPTO SOL-USD: 83.9408 (-3.18%)
₿ CRYPTO BTC-USD: 68389.7342 (-2.47%)
₿ CRYPTO LTC-USD: 53.3416 (-1.94%)
₿ CRYPTO BNB-USD: 617.3316 (-2.93%)
₿ CRYPTO ETH-USD: 2011.2156 (-4.39%)
₿ CRYPTO XRP-USD: 1.4038 (-2.25%)
₿ CRYPTO DOGE-USD: 0.09264452 (-3.52%)
₿ CRYPTO ADA-USD: 0.26343357 (-2.33%)
₿ CRYPTO AVAX-USD: 8.7801 (-2.96%)
₿ CRYPTO SOL-USD: 83.9429 (-3.18%)
₿ CRYPTO BTC-USD: 68388.6422 (-2.47%)
₿ CRYPTO LTC-USD: 53.3396 (-1.94%)
₿ CRYPTO ETH-USD: 2011.2003 (-4.39%)
₿ CRYPTO DOGE-USD: 0.09264601 (-3.51%)
₿ CRYPTO XRP-USD: 1.4038 (-2.25%)
₿ CRYPTO AVAX-USD: 8.7803 (-2.96%)
₿ CRYPTO SOL-USD: 83.9439 (-3.18%)
₿ CRYPTO BTC-USD: 68390.771 (-2.47%)
₿ CRYPTO BNB-USD: 617.3303 (-2.93%)
₿ CRYPTO ETH-USD: 2011.1927 (-4.39%)
₿ CRYPTO XRP-USD: 1.4037 (-2.26%)
₿ CRYPTO ADA-USD: 0.26341678 (-2.33%)
₿ CRYPTO SOL-USD: 83.9445 (-3.18%)
₿ CRYPTO AVAX-USD: 8.7804 (-2.96%)
₿ CRYPTO BTC-USD: 68389.998 (-2.47%)
₿ CRYPTO DOGE-USD: 0.09264551 (-3.52%)
₿ CRYPTO XRP-USD: 1.4036 (-2.26%)
₿ CRYPTO ETH-USD: 2011.1813 (-4.39%)
₿ CRYPTO ADA-USD: 0.26340839 (-2.34%)
₿ CRYPTO AVAX-USD: 8.7801 (-2.96%)
₿ CRYPTO SOL-USD: 83.941 (-3.18%)
₿ CRYPTO BTC-USD: 68391.7739 (-2.47%)
₿ CRYPTO LTC-USD: 53.336 (-1.95%)
₿ CRYPTO BNB-USD: 617.3302 (-2.93%)
₿ CRYPTO ETH-USD: 2011.0432 (-4.40%)
₿ CRYPTO ADA-USD: 0.2633792 (-2.35%)
₿ CRYPTO XRP-USD: 1.4035 (-2.27%)
₿ CRYPTO DOGE-USD: 0.09263025 (-3.53%)
₿ CRYPTO ETH-USD: 2011.1557 (-4.39%)
₿ CRYPTO BNB-USD: 617.3164 (-2.93%)
₿ CRYPTO AVAX-USD: 8.7797 (-2.97%)
₿ CRYPTO BTC-USD: 68388.5996 (-2.47%)
₿ CRYPTO LTC-USD: 53.3894 (-1.85%)
₿ CRYPTO ADA-USD: 0.26364258 (-2.25%)
₿ CRYPTO XRP-USD: 1.4035 (-2.27%)
₿ CRYPTO SOL-USD: 83.9367 (-3.19%)
₿ CRYPTO DOGE-USD: 0.09264013 (-3.52%)
₿ CRYPTO BTC-USD: 68387.2749 (-2.47%)
₿ CRYPTO AVAX-USD: 8.7791 (-2.97%)
₿ CRYPTO LTC-USD: 53.3572 (-1.91%)
₿ CRYPTO BNB-USD: 617.2832 (-2.94%)
₿ CRYPTO SOL-USD: 83.9375 (-3.19%)
₿ CRYPTO BTC-USD: 68386.2625 (-2.47%)
₿ CRYPTO XRP-USD: 1.4035 (-2.27%)
₿ CRYPTO ETH-USD: 2011.2187 (-4.39%)
₿ CRYPTO LTC-USD: 53.3461 (-1.93%)
₿ CRYPTO DOGE-USD: 0.09263923 (-3.52%)
₿ CRYPTO ADA-USD: 0.26351296 (-2.30%)
₿ CRYPTO AVAX-USD: 8.7793 (-2.97%)
₿ CRYPTO BNB-USD: 617.2718 (-2.94%)
₿ CRYPTO BTC-USD: 68385.8438 (-2.47%)
₿ CRYPTO SOL-USD: 83.93 (-3.20%)
₿ CRYPTO XRP-USD: 1.4035 (-2.27%)
₿ CRYPTO DOGE-USD: 0.09262212 (-3.54%)
₿ CRYPTO ETH-USD: 2010.9644 (-4.40%)
₿ CRYPTO BNB-USD: 617.2359 (-2.94%)
₿ CRYPTO LTC-USD: 53.3355 (-1.95%)
₿ CRYPTO ADA-USD: 0.26343149 (-2.33%)
₿ CRYPTO BTC-USD: 68387.2751 (-2.47%)
₿ CRYPTO LTC-USD: 53.3331 (-1.96%)
₿ CRYPTO SOL-USD: 83.9225 (-3.21%)
₿ CRYPTO ADA-USD: 0.26340741 (-2.34%)
₿ CRYPTO ETH-USD: 2010.968 (-4.40%)
₿ CRYPTO AVAX-USD: 8.7781 (-2.98%)
₿ CRYPTO DOGE-USD: 0.09262856 (-3.53%)
₿ CRYPTO BNB-USD: 617.2033 (-2.95%)
₿ CRYPTO XRP-USD: 1.4035 (-2.27%)
₿ CRYPTO BTC-USD: 68386.0876 (-2.47%)
₿ CRYPTO AVAX-USD: 8.7788 (-2.98%)
₿ CRYPTO BNB-USD: 617.1631 (-2.95%)
₿ CRYPTO SOL-USD: 83.9238 (-3.20%)
₿ CRYPTO LTC-USD: 53.3341 (-1.95%)
₿ CRYPTO XRP-USD: 1.4035 (-2.27%)
₿ CRYPTO DOGE-USD: 0.09263178 (-3.53%)
₿ CRYPTO ETH-USD: 2010.9848 (-4.40%)
₿ CRYPTO ADA-USD: 0.26339987 (-2.34%)
₿ CRYPTO AVAX-USD: 8.779 (-2.97%)
💱 FOREX EURUSD: 1.1915 (+0.09%)
💱 FOREX USDCHF: 0.7633 (-0.38%)
💱 FOREX USDZAR: 15.9398 (+0.32%)
💱 FOREX EURZAR: 18.9903 (+0.50%)
💱 FOREX GBPUSD: 1.3681 (-0.01%)
💱 FOREX GBPZAR: 21.8053 (+0.21%)
💱 FOREX EURUSD: 1.1915 (+0.09%)
💱 FOREX GBPUSD: 1.3681 (-0.01%)
💱 FOREX EURZAR: 18.9903 (+0.50%)
₿ CRYPTO BTC-USD: 68386.0188 (-2.47%)
₿ CRYPTO BNB-USD: 617.2066 (-2.95%)
₿ CRYPTO BTC-USD: 68385.6344 (-2.47%)
₿ CRYPTO SOL-USD: 83.9219 (-3.21%)
₿ CRYPTO DOGE-USD: 0.09263506 (-3.53%)
₿ CRYPTO ADA-USD: 0.2633916 (-2.34%)
₿ CRYPTO ETH-USD: 2010.9762 (-4.40%)
₿ CRYPTO XRP-USD: 1.4035 (-2.27%)
₿ CRYPTO AVAX-USD: 8.7794 (-2.97%)
₿ CRYPTO BNB-USD: 617.1648 (-2.95%)
₿ CRYPTO LTC-USD: 53.3345 (-1.95%)
₿ CRYPTO SOL-USD: 83.9247 (-3.20%)
₿ CRYPTO BTC-USD: 68385.7922 (-2.47%)
₿ CRYPTO ETH-USD: 2010.9643 (-4.40%)
₿ CRYPTO ADA-USD: 0.2633958 (-2.34%)
₿ CRYPTO XRP-USD: 1.4035 (-2.27%)
₿ CRYPTO AVAX-USD: 8.7796 (-2.97%)
₿ CRYPTO BNB-USD: 617.1439 (-2.96%)
₿ CRYPTO LTC-USD: 53.3314 (-1.96%)
🥇 COMMODITY XPTUSD: 2105.61 (-0.09%)
💱 FOREX AUDUSD: 0.7081 (-0.16%)
💱 FOREX EURUSD: 1.1915 (+0.09%)
💱 FOREX GBPUSD: 1.3681 (-0.01%)
🥇 COMMODITY XAUUSD: 5039.11 (+0.14%)
💱 FOREX GBPUSD: 1.3681 (-0.01%)
💱 FOREX AUDUSD: 0.7080 (-0.16%)
💱 FOREX GBPZAR: 21.8055 (+0.21%)
🥇 COMMODITY XAGUSD: 82.01 (+0.21%)
💱 FOREX USDCHF: 0.7633 (-0.38%)
💱 FOREX EURUSD: 1.1915 (+0.09%)
💱 FOREX GBPUSD: 1.3681 (-0.01%)
💱 FOREX EURUSD: 1.1915 (+0.09%)
💱 FOREX EURZAR: 18.9906 (+0.50%)
💱 FOREX AUDUSD: 0.7080 (-0.16%)
💱 FOREX USDJPY: 154.3759 (-1.12%)
💱 FOREX USDZAR: 15.9446 (+0.32%)
🥇 COMMODITY XAGUSD: 81.99 (+0.19%)
💱 FOREX EURUSD: 1.1915 (+0.09%)
₿ CRYPTO BTC-USD: 68385.6878 (-2.47%)
₿ CRYPTO SOL-USD: 83.9248 (-3.20%)
₿ CRYPTO ADA-USD: 0.2633979 (-2.34%)
₿ CRYPTO DOGE-USD: 0.09263836 (-3.52%)
₿ CRYPTO ETH-USD: 2011.1059 (-4.40%)
₿ CRYPTO AVAX-USD: 8.7797 (-2.97%)
₿ CRYPTO XRP-USD: 1.4036 (-2.26%)
₿ CRYPTO BNB-USD: 617.1713 (-2.95%)
₿ CRYPTO LTC-USD: 53.332 (-1.96%)
₿ CRYPTO SOL-USD: 83.9237 (-3.20%)
₿ CRYPTO BTC-USD: 68385.8064 (-2.47%)
₿ CRYPTO ADA-USD: 0.2636613 (-2.24%)
₿ CRYPTO LTC-USD: 53.3853 (-1.86%)
₿ CRYPTO AVAX-USD: 8.7797 (-2.97%)
₿ CRYPTO ETH-USD: 2011.1817 (-4.39%)
₿ CRYPTO DOGE-USD: 0.09264043 (-3.52%)
₿ CRYPTO BNB-USD: 617.2039 (-2.95%)
₿ CRYPTO SOL-USD: 83.9231 (-3.20%)
₿ CRYPTO BTC-USD: 68384.2658 (-2.48%)
₿ CRYPTO XRP-USD: 1.4036 (-2.26%)
💱 FOREX USDZAR: 15.9416 (+0.32%)
🥇 COMMODITY XPTUSD: 2104.71 (-0.13%)
💱 FOREX GBPUSD: 1.3681 (-0.01%)
💱 FOREX GBPZAR: 21.8055 (+0.21%)
💱 FOREX AUDUSD: 0.7080 (-0.17%)
💱 FOREX EURZAR: 18.9903 (+0.50%)
💱 FOREX EURUSD: 1.1915 (+0.09%)
💱 FOREX USDJPY: 154.3747 (-1.12%)
💱 FOREX GBPZAR: 21.8053 (+0.21%)
💱 FOREX EURZAR: 18.9904 (+0.50%)
💱 FOREX GBPUSD: 1.3681 (-0.01%)
💱 FOREX AUDUSD: 0.7080 (-0.17%)
₿ CRYPTO AVAX-USD: 8.7799 (-2.96%)
₿ CRYPTO ETH-USD: 2011.1471 (-4.39%)
₿ CRYPTO ADA-USD: 0.26353066 (-2.29%)
₿ CRYPTO DOGE-USD: 0.09264105 (-3.52%)
₿ CRYPTO BNB-USD: 617.1792 (-2.95%)
₿ CRYPTO SOL-USD: 83.9228 (-3.21%)
₿ CRYPTO XRP-USD: 1.4036 (-2.26%)
₿ CRYPTO BTC-USD: 68381.2705 (-2.48%)
₿ CRYPTO LTC-USD: 53.3589 (-1.91%)
₿ CRYPTO AVAX-USD: 8.7797 (-2.97%)
₿ CRYPTO ETH-USD: 2011.1835 (-4.39%)
₿ CRYPTO ETH-USD: 2011.1501 (-4.39%)
₿ CRYPTO BTC-USD: 68378.2021 (-2.49%)
₿ CRYPTO ADA-USD: 0.263457 (-2.32%)
₿ CRYPTO SOL-USD: 83.9231 (-3.20%)
₿ CRYPTO BNB-USD: 617.1828 (-2.95%)
₿ CRYPTO XRP-USD: 1.4036 (-2.26%)
₿ CRYPTO DOGE-USD: 0.09263886 (-3.52%)
₿ CRYPTO LTC-USD: 53.347 (-1.93%)
₿ CRYPTO AVAX-USD: 8.7793 (-2.97%)
₿ CRYPTO XRP-USD: 1.4035 (-2.27%)
₿ CRYPTO ETH-USD: 2011.1846 (-4.39%)
₿ CRYPTO SOL-USD: 83.9235 (-3.20%)
₿ CRYPTO ADA-USD: 0.26341184 (-2.33%)
₿ CRYPTO BNB-USD: 617.1685 (-2.95%)
₿ CRYPTO DOGE-USD: 0.09263818 (-3.52%)
₿ CRYPTO BTC-USD: 68378.351 (-2.48%)
₿ CRYPTO AVAX-USD: 8.7788 (-2.98%)
₿ CRYPTO LTC-USD: 53.3385 (-1.95%)
🥇 COMMODITY XAUUSD: 5038.51 (+0.13%)
💱 FOREX GBPUSD: 1.3681 (-0.01%)
💱 FOREX USDCHF: 0.7633 (-0.37%)
💱 FOREX GBPZAR: 21.8053 (+0.21%)
💱 FOREX EURUSD: 1.1915 (+0.09%)
🥇 COMMODITY XAGUSD: 81.98 (+0.18%)
₿ CRYPTO SOL-USD: 83.923 (-3.20%)
₿ CRYPTO BNB-USD: 617.1456 (-2.96%)
₿ CRYPTO ETH-USD: 2011.171 (-4.39%)
₿ CRYPTO XRP-USD: 1.4036 (-2.26%)
₿ CRYPTO DOGE-USD: 0.09264034 (-3.52%)
₿ CRYPTO BTC-USD: 68378.313 (-2.48%)
₿ CRYPTO ADA-USD: 0.26340592 (-2.34%)
₿ CRYPTO SOL-USD: 83.9215 (-3.21%)
₿ CRYPTO AVAX-USD: 8.779 (-2.97%)
₿ CRYPTO LTC-USD: 53.3367 (-1.95%)
₿ CRYPTO ETH-USD: 2011.2493 (-4.39%)
₿ CRYPTO XRP-USD: 1.4036 (-2.26%)
₿ CRYPTO BTC-USD: 68378.294 (-2.48%)
₿ CRYPTO ADA-USD: 0.26340296 (-2.34%)
₿ CRYPTO SOL-USD: 83.922 (-3.21%)
₿ CRYPTO XRP-USD: 1.4036 (-2.26%)
₿ CRYPTO BNB-USD: 617.175 (-2.95%)
₿ CRYPTO LTC-USD: 53.3359 (-1.95%)
₿ CRYPTO DOGE-USD: 0.09264267 (-3.52%)
₿ CRYPTO ETH-USD: 2011.2909 (-4.39%)
₿ CRYPTO AVAX-USD: 8.7791 (-2.97%)
₿ CRYPTO BTC-USD: 68378.397 (-2.48%)
